
Sr.No,Round ▲▼,Institute ▲▼,Program ▲▼,Stream ▲▼,Quota ▲▼,Category ▲▼,Seat Gender ▲▼,Opening Rank ▲▼,Closing Rank ▲▼,Remark ▲▼
8548,Round 4,"GALGOTIA'S COLLEGE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Electronics and Communication Engineering,B.Tech,Home State,EWS(GL),Female Seats,700852,958827,Fresh and Upgraded Only
8549,Round 4,"GALGOTIA'S COLLEGE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Electronics and Communication Engineering,B.Tech,Home State,EWS(OPEN),Both Male and Female Seats,741739,883738,Fresh and Upgraded Only
8550,Round 4,"GALGOTIA'S COLLEGE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Electronics and Communication Engineering,B.Tech,Home State,OPEN(GIRL),Female Seats,508924,644356,Fresh and Upgraded Only
8551,Round 4,"GALGOTIA'S COLLEGE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Electronics and Communication Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,607025,692867,Fresh and Upgraded Only
8552,Round 4,"GALGOTIA'S COLLEGE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Electronics and Communication Engineering (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,214902,257413,Fresh and Upgraded Only
8553,Round 4,"GALGOTIA'S COLLEGE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Information Technology,B.Tech,All India,OPEN,Both Male and Female Seats,227985,231300,Fresh and Upgraded Only
8554,Round 4,"GALGOTIA'S COLLEGE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Information Technology,B.Tech,Home State,BC(Girl),Female Seats,398032,398032,Fresh and Upgraded Only
8555,Round 4,"GALGOTIA'S COLLEGE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Information Technology,B.Tech,Home State,BC,Both Male and Female Seats,379130,397667,Fresh and Upgraded Only
8556,Round 4,"GALGOTIA'S COLLEGE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Information Technology,B.Tech,Home State,EWS(GL),Female Seats,381159,381159,Fresh and Upgraded Only
8557,Round 4,"KAMLA NEHRU INSTITUTE OF TECHNOLOGY,SULTANPUR",Information Technology,B.Tech,Home State,EWS(GL),Female Seats,88991,88991,Fresh and Upgraded Only
8558,Round 4,"GALGOTIA'S COLLEGE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Information Technology,B.Tech,Home State,EWS(OPEN),Both Male and Female Seats,372512,382489,Fresh and Upgraded Only
8559,Round 4,"GALGOTIA'S COLLEGE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Information Technology,B.Tech,Home State,OPEN(AF),Both Male and Female Seats,457615,457615,Fresh and Upgraded Only
8560,Round 4,"GALGOTIA'S COLLEGE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Information Technology,B.Tech,Home State,OPEN(GIRL),Female Seats,326915,330920,Fresh and Upgraded Only
8561,Round 4,"GALGOTIA'S COLLEGE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Information Technology,B.Tech,Home State,OPEN,Both Male and Female Seats,334370,350425,Fresh and Upgraded Only
8562,Round 4,"GALGOTIA'S COLLEGE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Mechanical Engineering (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,617032,617032,Fresh and Upgraded Only
8563,Round 4,"GALGOTIA'S COLLEGE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science and Engineering (Artificial Intelligence),B.Tech,All India,OPEN,Both Male and Female Seats,203552,206425,Fresh and Upgraded Only
8564,Round 4,"GALGOTIA'S COLLEGE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science and Engineering (Artificial Intelligence),B.Tech,Home State,BC,Both Male and Female Seats,329544,341351,Fresh and Upgraded Only
8565,Round 4,"GALGOTIA'S COLLEGE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science and Engineering (Artificial Intelligence),B.Tech,Home State,EWS(OPEN),Both Male and Female Seats,323921,360526,Fresh and Upgraded Only
8566,Round 4,"GALGOTIA'S COLLEGE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science and Engineering (Artificial Intelligence),B.Tech,Home State,OPEN(AF),Both Male and Female Seats,399331,406377,Fresh and Upgraded Only
8567,Round 4,"GALGOTIA'S COLLEGE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science and Engineering (Artificial Intelligence),B.Tech,Home State,OPEN(GIRL),Female Seats,295155,295155,Fresh and Upgraded Only
8568,Round 4,"GALGOTIA'S COLLEGE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science and Engineering (Artificial Intelligence),B.Tech,Home State,OPEN,Both Male and Female Seats,285657,295692,Fresh and Upgraded Only
8569,Round 4,"GALGOTIA'S COLLEGE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science and Engineering (Artificial Intelligence) (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,135024,144106,Fresh and Upgraded Only
8570,Round 4,"GALGOTIA'S COLLEGE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Artificial Inelligence (AI) And Data Science,B.Tech,All India,OPEN,Both Male and Female Seats,239863,246361,Fresh and Upgraded Only
8571,Round 4,"GALGOTIA'S COLLEGE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Artificial Inelligence (AI) And Data Science,B.Tech,Home State,BC(Girl),Female Seats,503743,503743,Fresh and Upgraded Only
8572,Round 4,"GALGOTIA'S COLLEGE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Artificial Inelligence (AI) And Data Science,B.Tech,Home State,BC,Both Male and Female Seats,433643,450545,Fresh and Upgraded Only
8573,Round 4,"GALGOTIA'S COLLEGE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Artificial Inelligence (AI) And Data Science,B.Tech,Home State,EWS(GL),Female Seats,421783,421783,Fresh and Upgraded Only
8574,Round 4,"GALGOTIA'S COLLEGE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Artificial Inelligence (AI) And Data Science,B.Tech,Home State,EWS(OPEN),Both Male and Female Seats,404973,411574,Fresh and Upgraded Only
8575,Round 4,"GALGOTIA'S COLLEGE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Artificial Inelligence (AI) And Data Science,B.Tech,Home State,OPEN(AF),Both Male and Female Seats,476391,476391,Fresh and Upgraded Only
8576,Round 4,"GALGOTIA'S COLLEGE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Artificial Inelligence (AI) And Data Science,B.Tech,Home State,OPEN,Both Male and Female Seats,385328,403979,Fresh and Upgraded Only
8577,Round 4,"GALGOTIA'S COLLEGE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Artificial Intelligence And Machine Learning,B.Tech,All India,OPEN,Both Male and Female Seats,242020,247494,Fresh and Upgraded Only
8578,Round 4,"GALGOTIA'S COLLEGE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Artificial Intelligence And Machine Learning,B.Tech,Home State,BC(Girl),Female Seats,498127,499726,Fresh and Upgraded Only
8579,Round 4,"GALGOTIA'S COLLEGE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Artificial Intelligence And Machine Learning,B.Tech,Home State,BC,Both Male and Female Seats,425983,438025,Fresh and Upgraded Only
8580,Round 4,"GALGOTIA'S COLLEGE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Artificial Intelligence And Machine Learning,B.Tech,Home State,EWS(GL),Female Seats,402111,402111,Fresh and Upgraded Only
8581,Round 4,"GALGOTIA'S COLLEGE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Artificial Intelligence And Machine Learning,B.Tech,Home State,EWS(OPEN),Both Male and Female Seats,388629,401135,Fresh and Upgraded Only
8582,Round 4,"GALGOTIA'S COLLEGE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Artificial Intelligence And Machine Learning,B.Tech,Home State,OPEN(AF),Both Male and Female Seats,516459,516459,Fresh and Upgraded Only
8583,Round 4,"GALGOTIA'S COLLEGE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Artificial Intelligence And Machine Learning,B.Tech,Home State,OPEN(GIRL),Female Seats,355217,355217,Fresh and Upgraded Only
8584,Round 4,"GALGOTIA'S COLLEGE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Artificial Intelligence And Machine Learning,B.Tech,Home State,OPEN,Both Male and Female Seats,376672,387672,Fresh and Upgraded Only
8585,Round 4,"GALGOTIA'S COLLEGE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science (Hindi),B.Tech,All India,OPEN,Both Male and Female Seats,376976,385381,Fresh and Upgraded Only
8586,Round 4,"GALGOTIA'S COLLEGE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science (Hindi),B.Tech,Home State,EWS(GL),Female Seats,688718,688718,Fresh and Upgraded Only
8587,Round 4,"GALGOTIA'S COLLEGE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science (Hindi),B.Tech,Home State,EWS(OPEN),Both Male and Female Seats,1161377,1292649,Fresh and Upgraded Only
8588,Round 4,"GALGOTIA'S COLLEGE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science (Hindi),B.Tech,Home State,OPEN(GIRL),Female Seats,572622,574006,Fresh and Upgraded Only
8589,Round 4,"GALGOTIA'S COLLEGE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science (Hindi),B.Tech,Home State,OPEN,Both Male and Female Seats,692799,954961,Fresh and Upgraded Only
8590,Round 4,"GALGOTIA'S COLLEGE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science And Design,B.Tech,All India,OPEN,Both Male and Female Seats,245418,254971,Fresh and Upgraded Only
8591,Round 4,"GALGOTIA'S COLLEGE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science And Design,B.Tech,Home State,BC(Girl),Female Seats,484098,488696,Fresh and Upgraded Only
8592,Round 4,"GALGOTIA'S COLLEGE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science And Design,B.Tech,Home State,BC,Both Male and Female Seats,426811,457796,Fresh and Upgraded Only
8593,Round 4,"GALGOTIA'S COLLEGE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science And Design,B.Tech,Home State,EWS(GL),Female Seats,420098,420098,Fresh and Upgraded Only
8594,Round 4,"KAMLA NEHRU INSTITUTE OF TECHNOLOGY,SULTANPUR",Electronics Engineering,B.Tech,Home State,SC,Both Male and Female Seats,262096,262096,Fresh and Upgraded Only
8595,Round 4,"GALGOTIA'S COLLEGE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science And Design,B.Tech,Home State,EWS(OPEN),Both Male and Female Seats,419380,424977,Fresh and Upgraded Only
8596,Round 4,"GALGOTIA'S COLLEGE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science And Design,B.Tech,Home State,OPEN(AF),Both Male and Female Seats,484992,484992,Fresh and Upgraded Only
8597,Round 4,"GALGOTIA'S COLLEGE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science And Design,B.Tech,Home State,OPEN(GIRL),Female Seats,395834,412377,Fresh and Upgraded Only
8598,Round 4,"GALGOTIA'S COLLEGE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science And Design,B.Tech,Home State,OPEN,Both Male and Female Seats,383016,411275,Fresh and Upgraded Only
8599,Round 4,"GALGOTIA'S COLLEGE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science And Engineering(Artificial Intelligence & Machine Learning),B.Tech,All India,OPEN,Both Male and Female Seats,182422,182422,Fresh and Upgraded Only
8600,Round 4,"GALGOTIA'S COLLEGE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science And Engineering(Artificial Intelligence & Machine Learning),B.Tech,Home State,BC(AF),Both Male and Female Seats,632987,632987,Fresh and Upgraded Only
8601,Round 4,"GALGOTIA'S COLLEGE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science And Engineering(Artificial Intelligence & Machine Learning),B.Tech,Home State,BC,Both Male and Female Seats,276458,290247,Fresh and Upgraded Only
8602,Round 4,"GALGOTIA'S COLLEGE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science And Engineering(Artificial Intelligence & Machine Learning),B.Tech,Home State,EWS(OPEN),Both Male and Female Seats,257917,257917,Fresh and Upgraded Only
8603,Round 4,"GALGOTIA'S COLLEGE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science And Engineering(Artificial Intelligence & Machine Learning),B.Tech,Home State,OPEN,Both Male and Female Seats,238383,243030,Fresh and Upgraded Only
8604,Round 4,"GALGOTIA'S COLLEGE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science And Engineering(Artificial Intelligence & Machine Learning) (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,140553,141673,Fresh and Upgraded Only
8605,Round 4,"GALGOTIA'S COLLEGE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science and Engineering (Data Science),B.Tech,All India,OPEN,Both Male and Female Seats,212576,224725,Fresh and Upgraded Only
8606,Round 4,"GALGOTIA'S COLLEGE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science and Engineering (Data Science),B.Tech,Home State,BC(Girl),Female Seats,405135,411020,Fresh and Upgraded Only
8607,Round 4,"GALGOTIA'S COLLEGE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science and Engineering (Data Science),B.Tech,Home State,BC,Both Male and Female Seats,358222,377690,Fresh and Upgraded Only
8608,Round 4,"GALGOTIA'S COLLEGE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science and Engineering (Data Science),B.Tech,Home State,EWS(OPEN),Both Male and Female Seats,354506,377882,Fresh and Upgraded Only
8609,Round 4,"GALGOTIA'S COLLEGE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science and Engineering (Data Science),B.Tech,Home State,OPEN(AF),Both Male and Female Seats,415899,425837,Fresh and Upgraded Only
8610,Round 4,"GALGOTIA'S COLLEGE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science and Engineering (Data Science),B.Tech,Home State,OPEN(GIRL),Female Seats,322961,332941,Fresh and Upgraded Only
8611,Round 4,"GALGOTIA'S COLLEGE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science and Engineering (Data Science),B.Tech,Home State,OPEN,Both Male and Female Seats,311786,323233,Fresh and Upgraded Only
8612,Round 4,"I.M.S. ENGINEERING COLLEGE,GHAZIABAD",Computer Science and Engineering,B.Tech,Home State,EWS(GL),Female Seats,618093,618093,Fresh and Upgraded Only
8613,Round 4,"GALGOTIA'S COLLEGE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science And Engineering(Data Science) (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,144568,146856,Fresh and Upgraded Only
8614,Round 4,"GALGOTIA'S COLLEGE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Computer Science And Design (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,165633,165633,Fresh and Upgraded Only
8615,Round 4,"GALGOTIA'S COLLEGE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Electronics Engineering (VLSI Design and Technology),B.Tech,All India,OPEN,Both Male and Female Seats,506292,641107,Fresh and Upgraded Only
8616,Round 4,"GALGOTIA'S COLLEGE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Electronics and Communication (Advanced Communication Technology),B.Tech,All India,OPEN,Both Male and Female Seats,408175,498151,Fresh and Upgraded Only
8617,Round 4,"GALGOTIA'S COLLEGE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Electronics and Communication (Advanced Communication Technology),B.Tech,Home State,OPEN(GIRL),Female Seats,861099,861099,Fresh and Upgraded Only
8618,Round 4,"GALGOTIA'S COLLEGE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Electronics and Communication (Advanced Communication Technology) (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,286711,300059,Fresh and Upgraded Only
8619,Round 4,"GALGOTIA'S COLLEGE OF ENGG. & TECHNOLOGY,GAUTAM BUDDH NAGAR",Artificial Inelligence (AI) And Data Science (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,165418,165418,Fresh and Upgraded Only
8620,Round 4,"KAMLA NEHRU INSTITUTE OF TECHNOLOGY,SULTANPUR",Civil Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,135819,138874,Fresh and Upgraded Only
8621,Round 4,"KAMLA NEHRU INSTITUTE OF TECHNOLOGY,SULTANPUR",Civil Engineering,B.Tech,Home State,BC,Both Male and Female Seats,183325,195180,Fresh and Upgraded Only
8622,Round 4,"KAMLA NEHRU INSTITUTE OF TECHNOLOGY,SULTANPUR",Civil Engineering,B.Tech,Home State,EWS(GL),Female Seats,196164,196164,Fresh and Upgraded Only
8623,Round 4,"KAMLA NEHRU INSTITUTE OF TECHNOLOGY,SULTANPUR",Civil Engineering,B.Tech,Home State,EWS(OPEN),Both Male and Female Seats,178317,179060,Fresh and Upgraded Only
8624,Round 4,"KAMLA NEHRU INSTITUTE OF TECHNOLOGY,SULTANPUR",Civil Engineering,B.Tech,Home State,OPEN(AF),Both Male and Female Seats,498481,498481,Fresh and Upgraded Only
8625,Round 4,"KAMLA NEHRU INSTITUTE OF TECHNOLOGY,SULTANPUR",Civil Engineering,B.Tech,Home State,OPEN(GIRL),Female Seats,178924,191791,Fresh and Upgraded Only
8626,Round 4,"KAMLA NEHRU INSTITUTE OF TECHNOLOGY,SULTANPUR",Civil Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,160817,165168,Fresh and Upgraded Only
8627,Round 4,"KAMLA NEHRU INSTITUTE OF TECHNOLOGY,SULTANPUR",Civil Engineering,B.Tech,Home State,SC(Girl),Female Seats,902369,904310,Fresh and Upgraded Only
8628,Round 4,"KAMLA NEHRU INSTITUTE OF TECHNOLOGY,SULTANPUR",Civil Engineering,B.Tech,Home State,SC,Both Male and Female Seats,338989,343821,Fresh and Upgraded Only
8629,Round 4,"KAMLA NEHRU INSTITUTE OF TECHNOLOGY,SULTANPUR",Civil Engineering (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,137423,148112,Fresh and Upgraded Only
8630,Round 4,"KAMLA NEHRU INSTITUTE OF TECHNOLOGY,SULTANPUR",Computer Science and Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,57233,59421,Fresh and Upgraded Only
8631,Round 4,"KAMLA NEHRU INSTITUTE OF TECHNOLOGY,SULTANPUR",Computer Science and Engineering,B.Tech,Home State,BC,Both Male and Female Seats,68167,69686,Fresh and Upgraded Only
8632,Round 4,"KAMLA NEHRU INSTITUTE OF TECHNOLOGY,SULTANPUR",Computer Science and Engineering,B.Tech,Home State,EWS(GL),Female Seats,82723,85922,Fresh and Upgraded Only
8633,Round 4,"KAMLA NEHRU INSTITUTE OF TECHNOLOGY,SULTANPUR",Computer Science and Engineering,B.Tech,Home State,EWS(OPEN),Both Male and Female Seats,65704,65704,Fresh and Upgraded Only
8634,Round 4,"KAMLA NEHRU INSTITUTE OF TECHNOLOGY,SULTANPUR",Computer Science and Engineering,B.Tech,Home State,OPEN(GIRL),Female Seats,72540,74500,Fresh and Upgraded Only
8635,Round 4,"KAMLA NEHRU INSTITUTE OF TECHNOLOGY,SULTANPUR",Computer Science and Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,62840,63242,Fresh and Upgraded Only
8636,Round 4,"KAMLA NEHRU INSTITUTE OF TECHNOLOGY,SULTANPUR",Computer Science and Engineering,B.Tech,Home State,SC(Girl),Female Seats,273384,285199,Fresh and Upgraded Only
8637,Round 4,"KAMLA NEHRU INSTITUTE OF TECHNOLOGY,SULTANPUR",Computer Science and Engineering,B.Tech,Home State,SC,Both Male and Female Seats,206051,206051,Fresh and Upgraded Only
8638,Round 4,"KAMLA NEHRU INSTITUTE OF TECHNOLOGY,SULTANPUR",Computer Science and Engineering (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,62629,62629,Fresh and Upgraded Only
8639,Round 4,"KAMLA NEHRU INSTITUTE OF TECHNOLOGY,SULTANPUR",Electrical Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,94535,99300,Fresh and Upgraded Only
8640,Round 4,"KAMLA NEHRU INSTITUTE OF TECHNOLOGY,SULTANPUR",Electrical Engineering,B.Tech,Home State,BC,Both Male and Female Seats,116709,123597,Fresh and Upgraded Only
8641,Round 4,"KAMLA NEHRU INSTITUTE OF TECHNOLOGY,SULTANPUR",Electrical Engineering,B.Tech,Home State,EWS(GL),Female Seats,133962,133962,Fresh and Upgraded Only
8642,Round 4,"KAMLA NEHRU INSTITUTE OF TECHNOLOGY,SULTANPUR",Electrical Engineering,B.Tech,Home State,EWS(OPEN),Both Male and Female Seats,113248,122350,Fresh and Upgraded Only
8643,Round 4,"KAMLA NEHRU INSTITUTE OF TECHNOLOGY,SULTANPUR",Electrical Engineering,B.Tech,Home State,OPEN(AF),Both Male and Female Seats,138286,138286,Fresh and Upgraded Only
8644,Round 4,"KAMLA NEHRU INSTITUTE OF TECHNOLOGY,SULTANPUR",Electrical Engineering,B.Tech,Home State,OPEN(GIRL),Female Seats,122677,128054,Fresh and Upgraded Only
8645,Round 4,"KAMLA NEHRU INSTITUTE OF TECHNOLOGY,SULTANPUR",Electrical Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,104393,112697,Fresh and Upgraded Only
8646,Round 4,"KAMLA NEHRU INSTITUTE OF TECHNOLOGY,SULTANPUR",Electrical Engineering,B.Tech,Home State,SC,Both Male and Female Seats,283515,288395,Fresh and Upgraded Only
8647,Round 4,"KAMLA NEHRU INSTITUTE OF TECHNOLOGY,SULTANPUR",Electrical Engineering (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,94195,94195,Fresh and Upgraded Only
8648,Round 4,"KAMLA NEHRU INSTITUTE OF TECHNOLOGY,SULTANPUR",Information Technology,B.Tech,All India,OPEN,Both Male and Female Seats,69633,70020,Fresh and Upgraded Only
8649,Round 4,"KAMLA NEHRU INSTITUTE OF TECHNOLOGY,SULTANPUR",Information Technology,B.Tech,Home State,BC,Both Male and Female Seats,79282,79947,Fresh and Upgraded Only
8650,Round 4,"KAMLA NEHRU INSTITUTE OF TECHNOLOGY,SULTANPUR",Information Technology,B.Tech,Home State,EWS(OPEN),Both Male and Female Seats,77827,77827,Fresh and Upgraded Only
8651,Round 4,"KAMLA NEHRU INSTITUTE OF TECHNOLOGY,SULTANPUR",Information Technology,B.Tech,Home State,OPEN(GIRL),Female Seats,86846,86984,Fresh and Upgraded Only
8652,Round 4,"KAMLA NEHRU INSTITUTE OF TECHNOLOGY,SULTANPUR",Information Technology,B.Tech,Home State,OPEN,Both Male and Female Seats,74836,76994,Fresh and Upgraded Only
8653,Round 4,"KAMLA NEHRU INSTITUTE OF TECHNOLOGY,SULTANPUR",Information Technology,B.Tech,Home State,SC(Girl),Female Seats,298496,298496,Fresh and Upgraded Only
8654,Round 4,"KAMLA NEHRU INSTITUTE OF TECHNOLOGY,SULTANPUR",Mechanical Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,120869,126681,Fresh and Upgraded Only
8655,Round 4,"KAMLA NEHRU INSTITUTE OF TECHNOLOGY,SULTANPUR",Mechanical Engineering,B.Tech,Home State,BC,Both Male and Female Seats,153468,157915,Fresh and Upgraded Only
8656,Round 4,"KAMLA NEHRU INSTITUTE OF TECHNOLOGY,SULTANPUR",Mechanical Engineering,B.Tech,Home State,EWS(GL),Female Seats,143513,143513,Fresh and Upgraded Only
8657,Round 4,"KAMLA NEHRU INSTITUTE OF TECHNOLOGY,SULTANPUR",Mechanical Engineering,B.Tech,Home State,EWS(OPEN),Both Male and Female Seats,149647,159829,Fresh and Upgraded Only
8658,Round 4,"KAMLA NEHRU INSTITUTE OF TECHNOLOGY,SULTANPUR",Mechanical Engineering,B.Tech,Home State,OPEN(AF),Both Male and Female Seats,247868,247868,Fresh and Upgraded Only
8659,Round 4,"KAMLA NEHRU INSTITUTE OF TECHNOLOGY,SULTANPUR",Mechanical Engineering,B.Tech,Home State,OPEN(GIRL),Female Seats,142011,142819,Fresh and Upgraded Only
8660,Round 4,"KAMLA NEHRU INSTITUTE OF TECHNOLOGY,SULTANPUR",Mechanical Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,133553,141771,Fresh and Upgraded Only
8661,Round 4,"KAMLA NEHRU INSTITUTE OF TECHNOLOGY,SULTANPUR",Mechanical Engineering,B.Tech,Home State,SC,Both Male and Female Seats,295719,313630,Fresh and Upgraded Only
8662,Round 4,"KAMLA NEHRU INSTITUTE OF TECHNOLOGY,SULTANPUR",Mechanical Engineering (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,112113,112113,Fresh and Upgraded Only
8663,Round 4,"KAMLA NEHRU INSTITUTE OF TECHNOLOGY,SULTANPUR",Electronics Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,82309,84569,Fresh and Upgraded Only
8664,Round 4,"KAMLA NEHRU INSTITUTE OF TECHNOLOGY,SULTANPUR",Electronics Engineering,B.Tech,Home State,BC(Girl),Female Seats,112462,112462,Fresh and Upgraded Only
8665,Round 4,"KAMLA NEHRU INSTITUTE OF TECHNOLOGY,SULTANPUR",Electronics Engineering,B.Tech,Home State,BC,Both Male and Female Seats,91709,95557,Fresh and Upgraded Only
8666,Round 4,"KAMLA NEHRU INSTITUTE OF TECHNOLOGY,SULTANPUR",Electronics Engineering,B.Tech,Home State,EWS(GL),Female Seats,106275,106275,Fresh and Upgraded Only
8667,Round 4,"KAMLA NEHRU INSTITUTE OF TECHNOLOGY,SULTANPUR",Electronics Engineering,B.Tech,Home State,EWS(OPEN),Both Male and Female Seats,91719,93677,Fresh and Upgraded Only
8668,Round 4,"KAMLA NEHRU INSTITUTE OF TECHNOLOGY,SULTANPUR",Electronics Engineering,B.Tech,Home State,OPEN(GIRL),Female Seats,99939,103203,Fresh and Upgraded Only
8669,Round 4,"KAMLA NEHRU INSTITUTE OF TECHNOLOGY,SULTANPUR",Electronics Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,86818,89432,Fresh and Upgraded Only
8670,Round 4,"KAMLA NEHRU INSTITUTE OF TECHNOLOGY,SULTANPUR",Electronics Engineering (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,82301,82301,Fresh and Upgraded Only
8671,Round 4,"INSTITUTE OF ENGG. & RURAL TECHNOLOGY,ALLAHABAD",Computer Science and Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,161594,161594,Fresh and Upgraded Only
8672,Round 4,"INSTITUTE OF ENGG. & RURAL TECHNOLOGY,ALLAHABAD",Computer Science and Engineering,B.Tech,Home State,BC,Both Male and Female Seats,244219,254892,Fresh and Upgraded Only
